Job_Title,Job_Description,Job_Url
ANALISTA DE SISTEMAS,https://www.occ.com.mx/empleos/de-computer-systems-analyst/en-Mexico/?page=1&jobid=18163403,"Descripción
EMPRESA AUTOMOTRIZ JAPONESA

SOLICITA ANALISTA DE SISTEMAS COMPUTACIONALES

REQUISITOS

ING EN SISTEMAS, LIC EN INFORMATICA O A FIN
CONOCIMIENTO DE SOPORTE TECNICO
CAPACITACIÓN DE USUARIOS, SERVIDORES Y REDES
MANEJO DE OFFIECE
INGLES BASICO INTERMEDIO
EXPERIENCIA DE 1 AÑO

OFRECEMOS

PRESTACXIONES DE LEY Y SUPERIORES
SUELDO ATRACTIVO
COMEDOR
VALES DE DESPENSA
FONDO DE AHORRO
UNIFORME
AGUINALDO
PRIMA VACACIONAL
VACACIONES

POSTULATE SI CUMPLES COM EL PERFIL"
